employee_id,name,department,role_type,manager_id,salary,joining_date,region,performance_score
906,Suzanne Douglas,Dept_41,IC,444.0,116490,2025-03-02,US,3.42
907,Courtney Lee,Dept_33,IC,100.0,55704,2021-11-20,APAC,3.59
908,Christine Turner,Dept_4,IC,212.0,59762,2021-07-12,EU,4.98
909,Karina Collins,Dept_27,IC,176.0,114632,2022-05-18,APAC,2.43
910,David Ibarra,Dept_46,IC,442.0,63639,2024-10-10,US,3.46
911,James Collier,Dept_12,IC,324.0,81079,2025-09-04,US,2.01
912,Robert Mcdaniel,Dept_14,IC,141.0,62099,2025-06-19,EU,3.47
913,Michelle Dawson,Dept_50,IC,391.0,51539,2021-02-13,EU,3.84
914,Daniel Gonzalez,Dept_28,IC,325.0,92873,2022-02-21,APAC,4.9
915,Joseph Miller,Dept_1,IC,197.0,44944,2023-10-19,EU,4.19
916,Nicholas Cole,Dept_1,IC,487.0,82233,2026-02-08,EU,2.05
917,Leslie Jacobs MD,Dept_41,IC,3.0,72613,2025-01-18,EU,4.08
918,Michael Gonzalez,Dept_20,IC,177.0,56899,2024-06-30,US,3.15
919,Jerome White,Dept_20,IC,302.0,61891,2024-07-03,US,4.47
920,Belinda Huff,Dept_19,IC,153.0,99759,2023-11-17,India,3.3
921,Jeff Coffey,Dept_9,IC,352.0,84922,2025-03-01,APAC,3.08
922,Evan Park,Dept_11,IC,97.0,92873,2022-06-30,US,2.69
923,Sally Marks,Dept_9,IC,373.0,67681,2021-07-18,US,3.77
924,Kristy Pope,Dept_8,IC,87.0,88049,2022-02-15,US,3.13
925,Shannon Cohen,Dept_17,IC,328.0,110088,2023-12-05,US,3.78
926,Nicholas Molina MD,Dept_43,IC,25.0,54170,2025-06-06,US,2.14
927,Amy Wilcox,Dept_27,IC,60.0,98237,2025-08-18,APAC,2.37
928,Carolyn Joyce,Dept_31,IC,130.0,60070,2024-06-16,EU,4.09
929,Allison Blair,Dept_1,IC,323.0,79467,2025-03-25,APAC,3.98
930,Erica Carroll,Dept_34,IC,340.0,75386,2021-10-08,EU,3.26
931,Michael Miller,Dept_7,IC,461.0,107054,2025-02-20,US,2.85
932,Linda Wilson,Dept_7,IC,402.0,105239,2021-11-28,EU,3.83
933,Jeffrey Pena,Dept_17,IC,399.0,108569,2022-01-08,EU,3.07
934,Robert Barker,Dept_19,IC,210.0,61020,2021-07-07,US,3.64
935,Alex Kline,Dept_14,IC,467.0,103001,2021-10-14,India,2.7
936,Sandra White,Dept_43,IC,7.0,51665,2022-09-12,US,4.51
937,Diane Bennett,Dept_32,IC,343.0,59548,2025-06-18,US,4.34
938,Dorothy Smith,Dept_47,IC,39.0,53276,2023-01-25,India,3.93
939,Thomas Snyder,Dept_19,IC,234.0,74619,2021-11-27,APAC,2.15
940,Sharon Alvarez,Dept_12,IC,417.0,45170,2024-07-21,India,3.08
941,Christine Cooper,Dept_21,IC,347.0,95836,2023-08-24,US,2.28
942,Michael Thomas,Dept_3,IC,389.0,41267,2022-11-19,EU,3.99
943,Edward Berry,Dept_22,IC,88.0,86861,2024-12-14,APAC,4.87
944,Daniel Johnson,Dept_47,IC,138.0,52183,2025-12-28,India,4.44
945,Brandon Cochran,Dept_8,IC,94.0,92530,2021-05-07,APAC,4.89
946,Jonathon Jordan,Dept_25,IC,140.0,102684,2021-06-27,APAC,3.95
947,James Johnston,Dept_11,IC,409.0,54818,2021-10-31,EU,4.09
948,Kathy Barker,Dept_11,IC,31.0,53593,2023-05-28,APAC,4.73
949,Anthony Jones,Dept_37,IC,248.0,97430,2024-05-17,EU,3.83
950,Victoria Berg,Dept_23,IC,399.0,43777,2024-11-27,EU,3.45
951,Ashley Sims,Dept_8,IC,250.0,93907,2023-10-11,APAC,2.14
952,Brad Phillips,Dept_42,IC,134.0,81187,2022-07-05,US,4.11
953,Kristin Stephenson,Dept_34,IC,348.0,115582,2021-09-27,EU,4.93
954,Jason Bass,Dept_22,IC,343.0,108039,2022-11-15,US,3.3
955,Cory Ingram,Dept_16,IC,373.0,103167,2025-01-25,India,3.99
956,Paula Anderson,Dept_25,IC,329.0,59484,2024-02-28,US,2.03
957,Jose Torres,Dept_11,IC,479.0,106265,2021-10-06,APAC,4.56
958,Garrett Freeman,Dept_11,IC,446.0,49812,2024-12-21,APAC,2.96
959,Ashley Reeves,Dept_18,IC,170.0,46599,2025-11-06,EU,3.65
960,Cheryl Perez,Dept_26,IC,194.0,70801,2021-10-15,US,3.38
961,Victoria Hart,Dept_37,IC,411.0,98733,2025-12-09,US,4.57
962,Nicholas Castillo,Dept_21,IC,229.0,55559,2025-09-10,APAC,4.24
963,Nicole Smith,Dept_7,IC,10.0,92879,2024-11-24,APAC,2.11
964,Cory Leblanc,Dept_1,IC,282.0,51913,2023-03-29,India,4.67
965,Joyce Dixon,Dept_14,IC,288.0,99796,2023-02-15,India,3.09
966,Lisa Adams,Dept_15,IC,28.0,99566,2025-02-26,India,3.68
967,Aaron Young,Dept_39,IC,318.0,102014,2021-05-05,India,4.15
968,Alexander Snyder,Dept_7,IC,59.0,69064,2022-08-28,US,3.02
969,Tony Hale,Dept_41,IC,425.0,78270,2024-06-12,India,4.11
970,Robert Francis,Dept_11,IC,24.0,104542,2024-12-28,EU,4.47
971,Bethany Young,Dept_47,IC,381.0,93636,2023-06-18,US,2.76
972,Jill Brown,Dept_13,IC,101.0,55826,2023-11-10,APAC,2.65
973,Marissa Gaines,Dept_13,IC,423.0,84293,2022-07-23,US,4.27
974,William Avila,Dept_41,IC,24.0,117176,2022-09-11,US,4.32
975,Victoria Thomas,Dept_30,IC,231.0,117242,2023-01-16,EU,4.89
976,Joseph Benjamin,Dept_34,IC,3.0,46366,2023-12-02,APAC,4.52
977,Dawn Thomas,Dept_33,IC,248.0,63226,2021-08-24,EU,4.19
978,Jacob Hernandez,Dept_7,IC,66.0,90778,2025-05-15,India,3.51
979,Elizabeth Sullivan,Dept_27,IC,197.0,119822,2023-09-11,EU,2.82
980,Tammy Maxwell,Dept_22,IC,494.0,78557,2023-07-21,APAC,4.41
981,Desiree Sanders,Dept_27,IC,71.0,118974,2021-02-28,India,4.53
982,Thomas Carlson,Dept_21,IC,281.0,112559,2022-09-11,EU,2.6
983,Natasha Lindsey,Dept_46,IC,320.0,78086,2021-05-24,India,4.76
984,Faith Jackson,Dept_46,IC,68.0,63306,2022-01-24,India,4.13
985,Lauren Brown,Dept_23,IC,390.0,113699,2024-04-20,APAC,3.75
986,Donald Zimmerman,Dept_43,IC,483.0,94719,2025-07-29,India,4.63
987,Linda Wells,Dept_1,IC,217.0,108515,2025-03-20,US,2.08
988,Heather Wilson,Dept_4,IC,75.0,47419,2023-02-01,EU,2.8
989,Amanda Kirby,Dept_11,IC,403.0,77567,2024-11-26,India,2.44
990,Lynn Owen,Dept_45,IC,32.0,78684,2024-01-14,EU,4.26
991,Jonathan Edwards,Dept_23,IC,17.0,99322,2021-04-26,US,3.85
992,Benjamin Campos,Dept_48,IC,346.0,113647,2024-06-14,EU,4.23
993,Stephanie Anderson,Dept_25,IC,288.0,71142,2022-03-16,India,4.08
994,Christine Smith,Dept_25,IC,25.0,90797,2026-01-03,APAC,4.87
995,Patricia White,Dept_44,IC,500.0,80980,2022-04-14,US,2.04
996,Mitchell Perez,Dept_13,IC,129.0,98073,2023-07-29,EU,4.73
997,James Brown,Dept_46,IC,361.0,88200,2025-03-08,EU,4.33
998,Robert Perez,Dept_13,IC,494.0,78558,2021-04-26,APAC,2.53
999,Lisa Hurst,Dept_5,IC,350.0,64507,2021-05-11,EU,4.21
1000,Michele Stone,Dept_25,IC,62.0,45326,2023-07-19,APAC,2.84
1001,Joseph Armstrong,Dept_9,IC,136.0,61093,2021-02-10,India,2.02
1002,Timothy Smith III,Dept_46,IC,239.0,60290,2022-02-23,US,2.46
1003,Kathleen Ellis,Dept_39,IC,166.0,46665,2024-03-15,India,3.47
1004,Mark Wood,Dept_36,IC,294.0,86934,2023-07-26,US,4.35
1005,Susan Mckinney,Dept_34,IC,163.0,68830,2025-05-01,EU,3.56
1006,Joshua Hernandez,Dept_33,IC,403.0,60889,2025-07-23,APAC,3.63
1007,Jessica Armstrong,Dept_6,IC,207.0,85796,2024-06-05,EU,4.65
1008,Mark Robbins,Dept_22,IC,340.0,83393,2025-10-09,India,2.88
1009,Rachel Mueller,Dept_49,IC,487.0,109533,2025-04-04,APAC,4.99
1010,Richard Sellers,Dept_49,IC,422.0,41153,2024-10-16,US,4.01
1011,Heather Lee,Dept_16,IC,229.0,71958,2024-01-31,US,4.05
1012,Brandon Mckee,Dept_25,IC,165.0,54860,2025-02-05,APAC,2.77
1013,Katherine Gallegos,Dept_19,IC,371.0,43238,2024-01-11,India,3.54
1014,Melissa Dean,Dept_29,IC,261.0,103806,2025-03-29,US,2.89
1015,Amy Cabrera,Dept_13,IC,334.0,81984,2023-09-05,US,4.84
1016,Tanya Medina,Dept_50,IC,86.0,110513,2023-12-17,US,3.88
1017,Ashley Carter,Dept_43,IC,108.0,67941,2024-11-09,APAC,4.51
1018,Tiffany Coleman,Dept_35,IC,106.0,97047,2023-03-07,US,4.24
1019,Corey Williams,Dept_2,IC,79.0,100191,2024-09-08,India,2.11
1020,Paul Chapman,Dept_4,IC,38.0,63329,2021-08-28,India,3.67
1021,Molly Cook,Dept_15,IC,295.0,73901,2021-06-11,APAC,3.16
1022,Amy Golden,Dept_26,IC,323.0,96757,2026-02-01,India,2.05
1023,David Anderson,Dept_8,IC,345.0,110101,2021-11-11,US,3.92
1024,Michael Thompson,Dept_5,IC,317.0,116756,2022-04-05,US,4.1
1025,Christopher Williams,Dept_23,IC,38.0,105907,2024-09-09,US,2.87
1026,Julie Case,Dept_20,IC,352.0,119503,2023-12-19,US,2.84
1027,Erin Henderson MD,Dept_29,IC,475.0,89992,2023-08-15,APAC,4.47
1028,Kathleen Miller,Dept_31,IC,16.0,60489,2021-10-03,EU,2.41
1029,Tina Jensen,Dept_35,IC,201.0,78663,2021-10-12,EU,2.89
1030,Peter Flowers,Dept_47,IC,455.0,88906,2025-04-11,US,3.66
1031,Darlene Cunningham,Dept_10,IC,285.0,56152,2022-12-07,US,2.02
1032,Caitlin Robinson,Dept_26,IC,306.0,110405,2022-12-22,US,2.91
1033,Robin Jones,Dept_48,IC,384.0,85069,2021-07-17,EU,3.24
1034,Mary White,Dept_33,IC,331.0,58671,2021-12-16,EU,2.55
1035,Margaret Gates,Dept_17,IC,316.0,65470,2023-02-26,US,2.54
1036,Marvin Sharp,Dept_37,IC,410.0,47128,2025-11-22,APAC,3.93
1037,David Brown,Dept_19,IC,38.0,48829,2024-02-11,India,2.29
1038,Emily Barry,Dept_38,IC,372.0,103857,2022-05-11,India,3.07
1039,James Knight,Dept_42,IC,344.0,70740,2024-12-31,US,2.86
1040,Nicole Ramos,Dept_13,IC,36.0,81652,2025-03-23,APAC,3.35
1041,Michael Howard,Dept_43,IC,316.0,80065,2023-08-12,EU,3.7
1042,Eric Lee,Dept_21,IC,187.0,96139,2021-04-07,EU,2.01
1043,Darren Johnson,Dept_15,IC,127.0,97163,2024-10-25,India,4.52
1044,Destiny Burns,Dept_44,IC,69.0,83458,2024-04-29,APAC,3.39
1045,Michelle Bryant,Dept_50,IC,184.0,80038,2021-11-11,APAC,3.66
1046,Larry Green,Dept_42,IC,90.0,119511,2025-01-07,US,4.53
1047,Jason Smith,Dept_9,IC,440.0,110597,2022-10-14,EU,2.79
1048,George Green,Dept_41,IC,454.0,50022,2023-08-04,US,4.68
1049,Donald Fowler,Dept_33,IC,435.0,44088,2024-03-31,APAC,4.31
1050,Steven Jefferson,Dept_3,IC,109.0,112298,2022-12-10,India,3.63
1051,Sarah Olson,Dept_31,IC,277.0,59481,2021-09-23,India,3.18
1052,Eric Jennings,Dept_50,IC,457.0,117280,2024-07-05,India,2.4
1053,Lisa Shea,Dept_33,IC,257.0,51869,2023-02-03,APAC,3.09
1054,Jeffery Downs,Dept_43,IC,6.0,71310,2025-01-29,EU,4.27
1055,Tracy Ayers,Dept_29,IC,72.0,60869,2022-09-12,EU,3.7
1056,James Sandoval,Dept_43,IC,290.0,59162,2023-11-16,APAC,4.82
1057,Anita Palmer,Dept_15,IC,21.0,103916,2022-07-18,EU,2.19
1058,Carmen Stone,Dept_15,IC,190.0,45610,2024-12-13,EU,3.55
1059,Robert Rogers,Dept_24,IC,406.0,90868,2026-01-27,APAC,4.75
1060,Sarah Moore,Dept_3,IC,452.0,45230,2024-07-03,India,2.31
1061,Jasmine Morgan,Dept_34,IC,496.0,75847,2025-05-02,India,3.74
1062,Jennifer Hernandez,Dept_12,IC,292.0,89369,2022-09-11,APAC,3.1
1063,Diana Garcia,Dept_5,IC,335.0,107720,2023-06-28,India,3.13
1064,Heather Allen,Dept_15,IC,465.0,107681,2023-12-02,APAC,3.06
1065,Patricia Brewer,Dept_23,IC,445.0,103813,2025-08-26,APAC,4.66
1066,Mackenzie Rodriguez,Dept_33,IC,4.0,58214,2025-02-04,APAC,2.5
1067,Jason Wilson,Dept_33,IC,40.0,76806,2024-12-22,EU,2.45
1068,Elizabeth West,Dept_24,IC,81.0,118908,2024-04-23,US,3.98
1069,Tim Velez,Dept_22,IC,213.0,54855,2022-07-13,APAC,4.03
1070,Lauren Mason,Dept_14,IC,246.0,117436,2023-07-24,EU,3.94
1071,Angela Nelson,Dept_2,IC,211.0,71938,2025-10-30,US,2.38
1072,Joseph Rich,Dept_11,IC,304.0,57658,2021-09-28,US,4.67
1073,Michael Hicks,Dept_4,IC,76.0,61802,2023-03-18,India,4.77
1074,Jennifer Bridges,Dept_26,IC,265.0,118558,2022-09-02,US,4.64
1075,Daniel Taylor,Dept_43,IC,373.0,77152,2022-05-20,US,2.65
1076,John Bruce,Dept_31,IC,311.0,103133,2025-10-13,EU,2.66
1077,Andrew Hernandez,Dept_39,IC,211.0,58705,2023-05-04,EU,3.87
1078,Darius Quinn,Dept_17,IC,262.0,61983,2023-07-03,India,4.77
1079,Mrs. Megan Roy,Dept_38,IC,306.0,49023,2025-10-19,EU,3.13
1080,Jay Gonzales,Dept_7,IC,68.0,42170,2026-01-01,EU,3.57
1081,Nathan Morrow,Dept_33,IC,466.0,95023,2024-11-21,EU,3.82
1082,Darryl Beltran,Dept_31,IC,91.0,118618,2023-03-31,US,4.63
1083,John Anderson,Dept_33,IC,273.0,55403,2021-09-22,US,3.45
1084,Brian Rhodes,Dept_39,IC,67.0,110685,2022-12-12,US,4.69
1085,John Walker,Dept_44,IC,397.0,96557,2021-09-07,APAC,3.11
1086,Alexis Rivera,Dept_45,IC,23.0,109444,2023-05-22,APAC,2.69
1087,Anna Obrien MD,Dept_31,IC,411.0,89969,2025-01-15,India,3.77
1088,Joyce Howard,Dept_49,IC,380.0,115513,2021-09-29,US,3.28
1089,Kyle Newton,Dept_31,IC,131.0,70475,2021-12-15,US,2.85
1090,Matthew Martinez DVM,Dept_35,IC,449.0,93562,2023-05-28,India,2.57
1091,Ashley Gibson,Dept_48,IC,364.0,40932,2021-09-19,US,3.56
1092,Pamela Griffin,Dept_42,IC,193.0,66924,2024-04-30,India,3.23
1093,Zoe Smith,Dept_10,IC,55.0,95846,2024-12-03,India,2.78
1094,Jose Hughes,Dept_28,IC,275.0,114012,2022-11-21,India,3.84
1095,Catherine Ferguson,Dept_26,IC,349.0,66698,2023-02-17,APAC,3.66
1096,Barbara Gonzales,Dept_31,IC,286.0,63425,2022-05-18,India,3.68
1097,Darryl Thompson,Dept_17,IC,248.0,80193,2022-07-07,India,4.32
1098,Anne Underwood,Dept_48,IC,204.0,58096,2021-08-05,US,4.24
1099,Brittany Wolf,Dept_45,IC,229.0,61206,2022-12-22,US,2.64
1100,Gordon Wilson,Dept_22,IC,206.0,112165,2023-11-14,US,2.48
1101,Angela Kim,Dept_41,IC,494.0,40693,2023-03-21,US,4.47
1102,Michael Shepherd,Dept_39,IC,242.0,97065,2023-04-22,US,2.19
1103,Teresa Warren,Dept_24,IC,114.0,50490,2023-08-31,US,4.17
1104,Sarah Dickerson,Dept_26,IC,477.0,108289,2025-01-10,India,4.13
1105,Patrick Allen,Dept_4,IC,306.0,62973,2025-05-22,APAC,3.32
1106,Charles Martinez,Dept_43,IC,104.0,107915,2022-10-26,India,2.58
1107,Rachel Barnes,Dept_39,IC,402.0,106918,2024-11-12,EU,3.85
1108,Peter Cannon,Dept_3,IC,346.0,87151,2022-05-11,EU,3.97
1109,Andrea Rivera,Dept_11,IC,500.0,51382,2023-06-21,India,4.34
1110,Ashley Sweeney,Dept_43,IC,181.0,91792,2022-08-04,APAC,3.76
1111,Nicholas Wagner,Dept_1,IC,266.0,48993,2025-05-21,US,3.65
1112,Samantha Ward,Dept_36,IC,372.0,116406,2023-09-22,India,3.04
1113,Jamie Griffith,Dept_18,IC,418.0,69661,2021-09-23,EU,3.36
1114,Shane Howe,Dept_37,IC,207.0,40609,2023-09-05,India,2.53
1115,Autumn Harris,Dept_7,IC,260.0,113220,2023-04-16,US,3.51
1116,Kaitlyn Collier,Dept_8,IC,175.0,107277,2023-01-25,India,4.63
1117,Allen Scott,Dept_37,IC,417.0,72786,2023-07-15,APAC,4.9
1118,Alan Mckenzie,Dept_31,IC,289.0,71886,2023-08-02,India,4.88
1119,Johnny Williams,Dept_44,IC,235.0,100387,2022-08-08,US,3.45
1120,Stephanie Lopez,Dept_5,IC,133.0,90157,2021-05-02,EU,4.03
1121,Miss Stacy Hernandez,Dept_21,IC,118.0,94057,2025-04-26,India,3.55
1122,John Nelson,Dept_45,IC,5.0,74517,2024-07-06,EU,2.86
1123,Brian Richards,Dept_44,IC,205.0,84825,2024-05-12,US,3.66
1124,Caleb Miller,Dept_31,IC,92.0,81139,2022-07-13,India,2.66
1125,Beth Johnson,Dept_18,IC,294.0,63957,2022-03-23,EU,3.5
1126,Carolyn Ball,Dept_16,IC,103.0,71726,2022-05-23,India,2.62
1127,Ashley Villanueva,Dept_16,IC,104.0,86665,2022-10-27,EU,4.34
1128,Dr. Joshua Hayes,Dept_6,IC,62.0,104574,2021-04-01,US,4.29
1129,Carmen Frost,Dept_3,IC,278.0,103214,2022-11-09,India,3.86
1130,Carl Powell,Dept_37,IC,253.0,76009,2026-01-21,APAC,2.55
1131,Steven Chandler,Dept_33,IC,392.0,76735,2022-10-30,APAC,2.67
1132,Albert Nunez,Dept_9,IC,296.0,47097,2022-08-04,APAC,3.43
1133,Joanne Molina,Dept_3,IC,277.0,105860,2023-07-30,India,3.18
1134,Jeffrey Wilson,Dept_50,IC,352.0,62911,2025-02-21,APAC,4.93
1135,Theodore Jackson,Dept_34,IC,358.0,100302,2024-08-05,India,4.07
1136,Jamie Lloyd,Dept_44,IC,7.0,67623,2021-11-04,APAC,3.74
1137,April Cross,Dept_24,IC,167.0,74039,2023-08-13,EU,3.65
1138,Jasmine Long,Dept_18,IC,122.0,101780,2025-11-29,India,3.1
1139,Alejandro White,Dept_28,IC,256.0,67594,2022-01-29,APAC,4.1
1140,Justin Graham,Dept_24,IC,191.0,92506,2022-05-24,India,3.35
1141,Maria Wood,Dept_9,IC,293.0,115483,2021-03-09,EU,4.44
1142,Brian Garcia,Dept_18,IC,370.0,70907,2023-03-24,APAC,4.57
1143,Dylan Key,Dept_10,IC,101.0,59601,2021-08-11,APAC,4.42
1144,Michael Mitchell,Dept_27,IC,91.0,105483,2022-03-02,EU,4.99
1145,Courtney Smith,Dept_41,IC,435.0,107765,2021-10-31,India,4.36
1146,Jeffrey Morgan,Dept_17,IC,154.0,113680,2023-03-20,US,3.2
1147,Derek Avila,Dept_11,IC,354.0,47869,2024-08-28,EU,4.44
1148,William Estrada,Dept_41,IC,244.0,52622,2023-12-31,APAC,4.23
1149,Blake Roman DDS,Dept_24,IC,134.0,87226,2025-07-06,India,3.03
1150,John Christensen,Dept_8,IC,211.0,86018,2021-12-25,EU,3.73
1151,Amanda Gray,Dept_42,IC,333.0,110574,2023-04-14,EU,4.94
1152,Nicholas White,Dept_23,IC,146.0,82610,2021-03-30,APAC,4.32
1153,Sean Rivera MD,Dept_6,IC,229.0,89947,2021-07-27,India,3.39
1154,Alvin Smith,Dept_10,IC,490.0,61964,2021-06-29,India,3.27
1155,Christine Hill,Dept_37,IC,314.0,93054,2024-11-23,US,2.24
1156,Jennifer Melton,Dept_15,IC,176.0,81088,2024-03-11,India,3.96
1157,Marcus Horton,Dept_18,IC,364.0,119349,2025-01-18,APAC,2.81
1158,Tracy Hall,Dept_50,IC,228.0,87600,2022-05-20,APAC,3.24
1159,Dustin Carey,Dept_2,IC,95.0,56389,2024-03-13,EU,3.99
1160,Nicholas Brown,Dept_48,IC,482.0,50494,2021-08-20,EU,2.5
1161,Traci Moon,Dept_7,IC,53.0,48361,2024-09-25,APAC,3.65
1162,Jonathan Bright,Dept_50,IC,14.0,92037,2021-05-22,US,2.31
1163,Kyle Shaffer,Dept_10,IC,317.0,51050,2022-09-04,APAC,2.93
1164,Robert Jones,Dept_48,IC,127.0,77247,2022-07-04,APAC,3.88
1165,Joyce Cantrell,Dept_34,IC,68.0,62361,2021-05-07,US,2.11
1166,Parker Higgins,Dept_21,IC,183.0,102410,2022-01-07,APAC,4.92
1167,Lindsey Davis,Dept_18,IC,277.0,111898,2024-10-08,APAC,2.41
1168,Jordan Clements,Dept_45,IC,486.0,110685,2022-02-15,EU,3.77
1169,James Morton,Dept_41,IC,234.0,113922,2024-03-01,APAC,3.57
1170,Sean Obrien,Dept_35,IC,328.0,80587,2024-01-07,India,3.44
1171,Nicole Wolfe,Dept_6,IC,117.0,97915,2023-07-06,India,3.1
1172,Suzanne Tran,Dept_10,IC,134.0,79789,2025-03-29,US,2.0
1173,Rebecca Jensen,Dept_49,IC,418.0,57865,2024-08-05,India,2.86
1174,Clayton Johnson,Dept_1,IC,274.0,104478,2023-10-06,APAC,2.9
1175,Kenneth Campbell,Dept_28,IC,393.0,78393,2021-08-30,EU,4.39
1176,Tyler Reed,Dept_24,IC,281.0,64716,2023-03-08,APAC,4.65
1177,Richard King,Dept_26,IC,224.0,72754,2022-09-05,EU,4.14
1178,Jacqueline Howard,Dept_25,IC,331.0,89592,2021-12-26,EU,2.79
1179,Juan Nielsen,Dept_41,IC,217.0,71399,2022-02-20,India,2.85
1180,Melissa West,Dept_35,IC,381.0,75235,2024-04-28,APAC,2.56
1181,Leslie Duffy,Dept_12,IC,36.0,57907,2025-08-08,India,2.33
1182,Erin Johnson DDS,Dept_40,IC,234.0,99345,2022-11-08,India,4.1
1183,Cindy Palmer,Dept_13,IC,252.0,82027,2025-10-05,US,2.46
1184,Patrick Elliott,Dept_35,IC,497.0,42900,2022-12-07,EU,4.92
1185,Dawn Weaver,Dept_18,IC,145.0,56389,2023-05-14,APAC,4.18
1186,Jessica Miller,Dept_6,IC,120.0,59750,2026-01-08,US,3.48
1187,Jason Lynch,Dept_27,IC,176.0,80838,2024-04-06,APAC,4.99
1188,Yolanda Oliver,Dept_45,IC,238.0,44159,2022-09-10,India,2.24
1189,Deanna Sexton,Dept_10,IC,385.0,47345,2024-03-15,India,4.33
1190,Christopher Fischer,Dept_35,IC,37.0,101623,2023-08-28,EU,2.58
1191,Donald Buchanan,Dept_17,IC,431.0,90014,2023-07-30,US,2.37
1192,Rachel Smith,Dept_46,IC,394.0,72631,2021-12-28,APAC,4.31
1193,Stacy Williams,Dept_16,IC,227.0,44392,2024-11-19,EU,3.38
1194,Monica Sims,Dept_7,IC,395.0,108306,2024-07-05,EU,3.42
1195,Jamie Smith MD,Dept_20,IC,349.0,82344,2021-08-02,EU,3.89
1196,Joshua Austin,Dept_48,IC,22.0,112034,2024-04-10,US,2.76
1197,Jordan Torres,Dept_20,IC,327.0,66047,2022-04-06,India,4.66
1198,Paige Miller,Dept_43,IC,443.0,68545,2021-04-21,US,2.71
1199,Ryan Richardson,Dept_21,IC,223.0,41974,2024-06-05,EU,4.38
1200,Mark Brewer,Dept_8,IC,300.0,91879,2023-12-18,EU,2.03
1201,Travis Hughes,Dept_38,IC,22.0,102294,2024-08-21,EU,3.11
1202,Cheryl Gonzalez,Dept_16,IC,46.0,60669,2023-03-19,APAC,2.27
1203,William Cox,Dept_22,IC,317.0,47871,2024-04-13,US,3.07
1204,David Schmidt,Dept_45,IC,79.0,110300,2025-01-22,US,2.38
1205,Carrie Kidd,Dept_21,IC,120.0,113184,2023-12-23,India,4.42
1206,Tracey Chang,Dept_47,IC,225.0,65292,2026-01-30,US,4.07
1207,Philip Lopez,Dept_47,IC,184.0,57659,2023-07-16,India,4.7
1208,Brittany Williams,Dept_46,IC,249.0,97344,2021-12-29,India,3.63
1209,Steven Scott,Dept_13,IC,251.0,114278,2024-06-23,EU,3.63
1210,Sarah Kennedy,Dept_47,IC,166.0,101393,2023-04-03,India,4.6
1211,Michael Olsen,Dept_36,IC,307.0,61016,2022-10-28,US,3.59
1212,Jennifer Tucker,Dept_19,IC,231.0,74517,2023-08-12,India,3.36
1213,Darius Lewis,Dept_41,IC,398.0,106316,2025-01-03,APAC,4.2
1214,Jonathan Johnson,Dept_2,IC,453.0,87720,2025-06-15,EU,2.96
1215,Lori Barnes,Dept_43,IC,33.0,110642,2022-11-02,APAC,2.57
1216,Cynthia Welch,Dept_32,IC,350.0,112281,2023-04-11,EU,3.84
1217,Ryan Stout,Dept_27,IC,166.0,82208,2023-12-13,US,2.29
1218,Ricky Dean,Dept_5,IC,338.0,45737,2025-09-06,EU,2.54
1219,Crystal Guzman,Dept_13,IC,17.0,54031,2025-03-20,APAC,2.57
1220,Tiffany Craig,Dept_37,IC,17.0,90934,2025-08-28,APAC,3.58
1221,Jessica Williams,Dept_38,IC,360.0,73546,2022-09-23,US,3.1
1222,Todd Green,Dept_46,IC,311.0,49289,2022-08-11,US,4.79
1223,Elijah Martin,Dept_42,IC,107.0,104409,2024-02-23,US,3.4
1224,Douglas Parker,Dept_4,IC,328.0,87307,2025-01-23,APAC,4.47
1225,Benjamin Terry,Dept_46,IC,407.0,47641,2023-07-01,India,3.59
1226,Haley Fischer,Dept_5,IC,376.0,79833,2022-04-23,US,4.83
1227,Michael Brandt,Dept_34,IC,492.0,52729,2022-02-19,US,4.18
1228,Donald Wells,Dept_25,IC,273.0,64832,2022-03-09,EU,3.58
1229,Shannon Fuller,Dept_37,IC,128.0,63448,2023-07-24,APAC,4.24
1230,Eric Jackson,Dept_41,IC,393.0,115571,2021-07-28,India,4.02
1231,Debra Ortega,Dept_43,IC,360.0,95977,2021-11-19,US,2.5
1232,Adam Briggs,Dept_36,IC,93.0,92632,2021-08-11,India,3.97
1233,Tracy Davis,Dept_39,IC,274.0,98066,2022-12-14,India,4.71
1234,Brianna Sullivan,Dept_21,IC,282.0,88722,2026-02-05,APAC,4.29
1235,Nathan Anderson,Dept_47,IC,221.0,82395,2024-03-21,EU,3.69
1236,John Powell,Dept_25,IC,110.0,112120,2023-09-09,India,3.08
1237,Tonya Gonzalez,Dept_29,IC,232.0,92047,2024-11-18,US,4.18
1238,Mary Grant,Dept_39,IC,146.0,42136,2024-05-24,EU,4.98
1239,Amy Garcia,Dept_1,IC,155.0,79365,2025-07-11,EU,2.64
1240,John Carpenter,Dept_2,IC,162.0,76170,2025-03-05,EU,2.28
1241,Jeffrey Ray,Dept_23,IC,236.0,60461,2023-04-03,EU,2.79
1242,Antonio Mcguire,Dept_38,IC,456.0,72749,2023-04-17,EU,2.77
1243,Stephen Lee,Dept_6,IC,154.0,114774,2021-11-23,APAC,3.71
1244,Raymond Fleming,Dept_47,IC,112.0,50118,2023-12-10,India,4.38
1245,Kristen Wallace,Dept_32,IC,89.0,115527,2023-10-09,US,3.79
1246,Rachel Terry,Dept_3,IC,154.0,115534,2022-09-26,APAC,2.24
1247,Steven Armstrong,Dept_50,IC,29.0,83829,2023-11-14,India,4.64
