employee_id,name,department,role_type,manager_id,salary,joining_date,region,performance_score,tenure_years,is_manager
1335,Lisa Jones,Dept_41,IC,374.0,109330,2022-12-25,US,3.45,3.14,0
1336,Connie Moore,Dept_39,IC,353.0,77642,2021-04-15,APAC,3.83,4.83,0
1337,Stephanie Jackson,Dept_17,IC,163.0,108864,2025-03-23,India,4.78,0.89,0
1338,Benjamin Wood,Dept_37,IC,315.0,105063,2022-11-27,APAC,3.48,3.21,0
1339,Daniel Austin,Dept_40,IC,93.0,70503,2023-03-15,India,4.94,2.92,0
1340,Thomas Terry,Dept_8,IC,1.0,43143,2022-12-20,APAC,3.88,3.15,0
1341,William Rosario,Dept_48,IC,61.0,67175,2022-06-19,APAC,3.24,3.65,0
1342,Thomas Wilson,Dept_23,IC,171.0,113454,2022-12-05,EU,2.03,3.19,0
1343,Todd Evans,Dept_45,IC,104.0,76913,2021-08-08,India,4.37,4.52,0
1344,Zachary Edwards,Dept_20,IC,158.0,106412,2024-04-23,India,4.3,1.81,0
1345,Michael Garcia,Dept_44,IC,59.0,83684,2024-12-27,India,3.19,1.13,0
1346,Benjamin Roberson,Dept_40,IC,292.0,43816,2023-09-16,EU,2.58,2.41,0
1347,Mr. Jerry Johnson,Dept_22,IC,427.0,102797,2021-10-31,APAC,4.39,4.29,0
1348,Paul Johnson,Dept_9,IC,331.0,103110,2021-09-30,EU,3.88,4.37,0
1349,Tracey Stewart,Dept_35,IC,457.0,83923,2025-05-19,APAC,4.35,0.74,0
1350,Christopher Rios,Dept_48,IC,212.0,47342,2025-09-10,India,3.69,0.42,0
1351,Daniel Foster,Dept_21,IC,348.0,112768,2024-05-17,US,2.62,1.74,0
1352,Jaclyn Decker,Dept_22,IC,351.0,86346,2025-05-31,US,4.91,0.7,0
1353,Kimberly Barnett,Dept_2,IC,144.0,84453,2024-09-08,APAC,3.88,1.43,0
1354,Jonathan Brown,Dept_11,IC,432.0,114839,2024-01-03,APAC,2.56,2.11,0
1355,Jessica Johnson,Dept_49,IC,60.0,80407,2023-02-25,India,4.13,2.97,0
1356,Bradley Wilcox,Dept_27,IC,140.0,51376,2024-12-23,APAC,4.63,1.14,0
1357,Stephen Oliver,Dept_29,IC,191.0,79666,2021-10-28,EU,3.58,4.3,0
1358,Reginald Wolf,Dept_8,IC,90.0,89049,2025-04-28,US,4.33,0.79,0
1359,Cynthia Smith,Dept_6,IC,468.0,98166,2022-03-26,US,4.4,3.89,0
1360,Peter Sexton,Dept_33,IC,464.0,60195,2021-03-23,EU,3.02,4.9,0
1361,Mary Harris,Dept_47,IC,248.0,108632,2021-07-31,India,4.33,4.54,0
1362,Cameron Rodriguez,Dept_50,IC,74.0,52878,2024-11-11,EU,2.62,1.25,0
1363,Joel Haas,Dept_30,IC,19.0,90801,2022-12-22,US,2.01,3.15,0
1364,Amber Nixon,Dept_3,IC,478.0,117894,2023-11-11,US,3.0,2.26,0
1365,Mia Brown,Dept_3,IC,456.0,53513,2021-09-10,India,2.07,4.43,0
1366,James Meyer,Dept_20,IC,389.0,67504,2024-07-17,India,2.6,1.58,0
1367,Matthew Morales,Dept_18,IC,147.0,109766,2024-06-07,India,4.32,1.68,0
1368,Thomas Lewis,Dept_8,IC,344.0,75737,2025-03-05,EU,2.47,0.94,0
1369,Michael Evans,Dept_1,IC,59.0,113351,2025-06-23,US,2.62,0.64,0
1370,Ann Prince,Dept_36,IC,180.0,81744,2024-06-13,India,2.42,1.67,0
1371,Aaron Miller,Dept_19,IC,361.0,115246,2023-01-22,EU,2.51,3.06,0
1372,Michael Jordan,Dept_40,IC,160.0,84399,2022-03-07,APAC,2.15,3.94,0
1373,Katherine Lewis,Dept_31,IC,15.0,46613,2025-12-09,US,3.15,0.18,0
1374,Jill Carlson,Dept_28,IC,45.0,91369,2023-12-13,EU,4.11,2.17,0
1375,Justin Hernandez,Dept_38,IC,457.0,98436,2022-07-11,India,2.94,3.59,0
1376,Michael Romero,Dept_13,IC,419.0,109924,2024-11-13,US,4.92,1.25,0
1377,James Warren,Dept_49,IC,387.0,101039,2025-02-15,EU,2.28,0.99,0
1378,Robert Richardson,Dept_45,IC,411.0,101377,2024-11-28,US,3.37,1.21,0
1379,David Nelson,Dept_42,IC,351.0,101000,2023-10-26,APAC,2.7,2.3,0
1380,Joe Cordova,Dept_10,IC,115.0,73823,2024-05-16,India,3.18,1.75,0
1381,Christopher Yoder,Dept_43,IC,359.0,83296,2024-02-22,India,3.36,1.98,0
1382,Bradley Hughes,Dept_5,IC,16.0,102303,2023-10-27,US,3.05,2.3,0
1383,Nathaniel Hodges,Dept_11,IC,237.0,76996,2024-09-12,India,3.81,1.42,0
1384,Edward Weeks,Dept_33,IC,66.0,53491,2023-09-07,APAC,4.45,2.44,0
1385,Jerome Cox,Dept_7,IC,408.0,82712,2024-11-29,US,4.38,1.21,0
1386,Christopher Frost,Dept_30,IC,273.0,92535,2025-06-07,APAC,2.72,0.68,0
1387,Dakota Ho,Dept_36,IC,125.0,60843,2022-06-26,APAC,3.15,3.64,0
1388,David Gill,Dept_14,IC,175.0,117459,2021-04-18,APAC,4.35,4.82,0
1389,Robert Mccarthy,Dept_37,IC,223.0,84852,2021-12-02,EU,2.52,4.2,0
1390,Rachael Brown,Dept_5,IC,343.0,115260,2022-09-15,APAC,2.34,3.41,0
1391,Jacqueline Bryant,Dept_30,IC,306.0,82647,2023-02-12,US,4.47,3.0,0
1392,Victoria Garcia,Dept_20,IC,91.0,93188,2022-08-05,US,3.79,3.53,0
1393,Gregory Hobbs,Dept_39,IC,351.0,89664,2026-02-10,India,3.48,0.01,0
1394,Kathryn Harper,Dept_4,IC,339.0,51866,2021-07-03,EU,4.45,4.62,0
1395,Sarah Montgomery,Dept_38,IC,455.0,40024,2023-08-22,EU,3.98,2.48,0
1396,James Bailey,Dept_35,IC,232.0,78207,2022-11-22,APAC,3.85,3.23,0
1397,Kristi Martinez,Dept_13,IC,229.0,66956,2025-09-17,India,2.9,0.41,0
1398,Maria Smith,Dept_44,IC,407.0,79917,2024-09-10,APAC,4.15,1.42,0
1399,Roy Wong,Dept_23,IC,469.0,51703,2026-01-31,US,3.83,0.03,0
1400,Cindy Schwartz,Dept_26,IC,262.0,56718,2024-09-29,India,2.19,1.37,0
1401,Steven Gray,Dept_36,IC,462.0,46963,2024-01-29,US,4.11,2.04,0
1402,Matthew Sweeney,Dept_23,IC,421.0,54378,2024-01-25,India,4.6,2.05,0
1403,Raymond Owens,Dept_28,IC,121.0,117353,2022-09-15,APAC,3.88,3.41,0
1404,Terry Espinoza,Dept_25,IC,365.0,93219,2022-04-28,APAC,3.31,3.8,0
1405,Johnathan Cordova,Dept_43,IC,109.0,62729,2023-05-15,APAC,2.42,2.75,0
1406,Tyler Mckenzie,Dept_25,IC,285.0,87223,2025-05-17,APAC,2.46,0.74,0
1407,Kevin Webster,Dept_43,IC,447.0,56455,2022-01-16,EU,2.03,4.08,0
1408,Eddie Gomez,Dept_2,IC,332.0,58873,2022-03-08,APAC,3.97,3.94,0
1409,Dillon Lucero,Dept_9,IC,500.0,51097,2024-03-04,EU,3.93,1.95,0
1410,Harold Martin,Dept_30,IC,213.0,119223,2021-06-07,APAC,3.87,4.69,0
1411,Henry Luna,Dept_33,IC,233.0,95590,2021-07-03,APAC,3.15,4.62,0
1412,Laura Estrada,Dept_12,IC,116.0,95675,2024-03-14,US,3.73,1.92,0
1413,Joshua Williams,Dept_47,IC,434.0,71031,2025-11-27,India,3.23,0.21,0
1414,Joseph Kirby,Dept_37,IC,280.0,88099,2021-08-07,US,4.93,4.52,0
1415,Holly Anderson,Dept_31,IC,291.0,88310,2021-06-07,US,3.74,4.69,0
1416,Shawn Harrington,Dept_45,IC,493.0,50494,2025-09-11,EU,4.19,0.42,0
1417,Barry Mckee,Dept_49,IC,270.0,76624,2022-06-27,APAC,3.55,3.63,0
1418,James Lopez,Dept_40,IC,268.0,51592,2023-01-26,EU,3.42,3.05,0
1419,Billy Johnson,Dept_43,IC,380.0,50234,2024-02-11,India,3.84,2.01,0
1420,Carolyn Garcia,Dept_22,IC,463.0,110127,2024-06-21,US,3.41,1.65,0
1421,Aaron Hill PhD,Dept_31,IC,263.0,115230,2024-04-02,India,3.26,1.87,0
1422,Martin Williams,Dept_19,IC,492.0,77907,2025-10-30,EU,2.11,0.29,0
1423,Amanda Gordon,Dept_39,IC,473.0,79855,2023-10-14,India,2.18,2.33,0
1424,Heather Tapia,Dept_38,IC,243.0,62161,2024-04-17,US,3.97,1.82,0
1425,Erin Fox,Dept_48,IC,150.0,43578,2024-11-19,India,3.45,1.23,0
1426,Cheryl Cook,Dept_33,IC,65.0,50074,2025-10-06,India,2.76,0.35,0
1427,Jeanette Irwin,Dept_18,IC,316.0,76073,2023-05-06,India,2.04,2.78,0
1428,Sandra Molina,Dept_39,IC,58.0,62886,2024-01-16,EU,3.98,2.08,0
1429,James Johnson,Dept_12,IC,190.0,74242,2024-08-02,EU,3.45,1.53,0
1430,Ricky Blanchard,Dept_34,IC,410.0,44337,2024-01-20,India,4.95,2.07,0
1431,Jennifer Velasquez,Dept_10,IC,496.0,118059,2025-02-04,EU,4.51,1.02,0
1432,Daniel Miller,Dept_27,IC,386.0,90222,2023-01-06,EU,3.98,3.1,0
1433,Clifford Hopkins,Dept_41,IC,372.0,61926,2022-01-13,EU,3.73,4.08,0
1434,Christopher Garrison,Dept_23,IC,432.0,47120,2025-07-22,India,4.27,0.56,0
1435,Jennifer White,Dept_4,IC,60.0,61967,2024-09-04,APAC,3.2,1.44,0
1436,Mrs. Theresa Walker,Dept_31,IC,155.0,109798,2023-05-11,EU,3.14,2.76,0
1437,Jessica Sanchez,Dept_25,IC,362.0,102205,2021-12-12,India,2.44,4.17,0
1438,Robert Wiggins,Dept_28,IC,446.0,41554,2025-06-04,India,4.78,0.69,0
1439,Morgan Mercado,Dept_25,IC,230.0,81377,2025-02-07,US,2.29,1.01,0
1440,Dwayne Haynes,Dept_41,IC,273.0,86376,2024-09-21,APAC,3.83,1.39,0
1441,Isaiah Wagner,Dept_18,IC,334.0,83904,2025-04-14,India,2.8,0.83,0
1442,Audrey Tucker,Dept_17,IC,51.0,116569,2021-02-15,APAC,3.38,4.99,0
1443,Christopher Miller,Dept_48,IC,346.0,71692,2025-10-03,EU,3.56,0.36,0
1444,Lindsey Spencer,Dept_45,IC,347.0,63582,2025-10-20,India,3.64,0.32,0
1445,Billy Ramos,Dept_1,IC,345.0,48906,2023-03-20,US,3.23,2.9,0
1446,Jeffery Wilson,Dept_7,IC,269.0,98450,2024-08-20,India,2.66,1.48,0
1447,Robert Martinez,Dept_17,IC,146.0,65307,2022-10-11,US,2.07,3.34,0
1448,Connie Hernandez,Dept_4,IC,48.0,117874,2023-01-28,EU,4.85,3.04,0
1449,Emily King,Dept_8,IC,327.0,55725,2025-06-21,US,4.57,0.65,0
1450,Gabriella Gates,Dept_25,IC,67.0,114195,2025-03-01,EU,4.69,0.95,0
1451,Ronald Johnson,Dept_12,IC,357.0,73205,2022-06-06,India,3.4,3.69,0
1452,Robert Hooper,Dept_5,IC,480.0,99433,2022-10-27,India,4.31,3.3,0
1453,Melanie Morgan DVM,Dept_43,IC,355.0,82389,2024-04-23,India,2.49,1.81,0
1454,Tracy Byrd,Dept_18,IC,38.0,48177,2021-05-09,APAC,3.17,4.77,0
1455,Steven Long,Dept_17,IC,31.0,74690,2024-02-01,EU,3.32,2.03,0
1456,Matthew Hodge,Dept_13,IC,252.0,119993,2025-07-06,APAC,2.54,0.61,0
1457,Cameron Garcia,Dept_7,IC,252.0,58857,2023-04-24,APAC,2.66,2.81,0
1458,Anthony Morrow,Dept_7,IC,330.0,97878,2026-01-04,India,2.31,0.11,0
1459,Mrs. Alicia Hamilton,Dept_5,IC,38.0,114887,2024-11-17,India,4.33,1.24,0
1460,Geoffrey Tran,Dept_32,IC,10.0,59510,2022-02-08,US,4.8,4.01,0
1461,Cynthia Carter,Dept_25,IC,341.0,74922,2021-08-05,EU,4.1,4.53,0
1462,David Clark,Dept_26,IC,464.0,115319,2025-02-16,US,3.55,0.99,0
1463,Jose Costa,Dept_50,IC,482.0,104314,2023-04-11,APAC,3.31,2.84,0
1464,Jordan Quinn,Dept_47,IC,433.0,49188,2025-07-18,EU,2.01,0.57,0
1465,Bethany Foley,Dept_45,IC,489.0,103185,2025-02-15,US,3.7,0.99,0
1466,Michael Marshall,Dept_23,IC,479.0,83704,2022-07-31,India,3.2,3.54,0
1467,Maureen Williams,Dept_42,IC,324.0,51883,2024-03-04,India,3.6,1.95,0
1468,Sheila Davis,Dept_22,IC,492.0,50545,2023-11-08,APAC,4.28,2.27,0
1469,Christian Garcia,Dept_42,IC,149.0,66623,2021-08-25,EU,3.66,4.47,0
1470,Sara Rodriguez DDS,Dept_25,IC,496.0,65035,2024-10-27,India,4.09,1.3,0
1471,Chad Willis,Dept_7,IC,459.0,87089,2021-05-26,APAC,2.25,4.72,0
1472,Marcia Brown,Dept_29,IC,324.0,64833,2023-10-24,EU,2.11,2.31,0
1473,Ryan Sullivan,Dept_47,IC,13.0,117718,2025-08-05,EU,3.47,0.52,0
1474,Ryan Norman,Dept_35,IC,33.0,80334,2024-07-15,APAC,3.6,1.58,0
1475,Ryan Byrd,Dept_29,IC,428.0,42151,2021-06-24,US,3.02,4.64,0
1476,Laura Jones,Dept_47,IC,173.0,45611,2023-04-11,APAC,2.35,2.84,0
1477,Jason Zimmerman,Dept_42,IC,414.0,108566,2023-06-02,APAC,4.82,2.7,0
1478,James Cobb,Dept_35,IC,446.0,59523,2024-07-27,EU,4.77,1.55,0
1479,John Keller,Dept_48,IC,19.0,58558,2023-12-03,APAC,3.96,2.2,0
1480,James Cunningham,Dept_40,IC,242.0,46003,2022-05-01,EU,4.1,3.79,0
1481,Amanda Smith,Dept_1,IC,67.0,62577,2023-07-20,US,4.71,2.57,0
1482,Wendy Jackson,Dept_7,IC,421.0,99793,2022-05-05,EU,4.51,3.78,0
1483,Mary Reyes,Dept_7,IC,33.0,54965,2022-04-10,APAC,3.78,3.85,0
1484,Lee Barron,Dept_15,IC,316.0,48271,2021-11-08,EU,3.28,4.27,0
1485,Clayton White,Dept_48,IC,416.0,92692,2025-03-29,India,2.36,0.88,0
1486,Jessica Jones,Dept_37,IC,351.0,111550,2021-10-27,EU,2.96,4.3,0
1487,Jordan Fitzpatrick,Dept_14,IC,494.0,45975,2022-11-03,EU,3.01,3.28,0
1488,Lee Long,Dept_18,IC,62.0,58512,2024-08-26,APAC,2.5,1.47,0
1489,Deborah Hill,Dept_36,IC,190.0,61627,2024-07-23,APAC,2.73,1.56,0
1490,Mrs. Rebecca Ramirez,Dept_3,IC,298.0,57481,2024-12-12,US,4.37,1.17,0
1491,Kevin Shannon,Dept_40,IC,324.0,89300,2024-08-29,EU,2.05,1.46,0
1492,Anthony Turner,Dept_6,IC,250.0,40832,2023-08-24,US,2.54,2.47,0
1493,David Sexton,Dept_46,IC,46.0,117821,2024-09-07,India,3.25,1.43,0
1494,Andrea Rowe,Dept_50,IC,414.0,102391,2022-11-13,EU,2.62,3.25,0
1495,Ashley Osborn,Dept_18,IC,328.0,108562,2024-06-01,APAC,3.24,1.7,0
1496,William Ballard,Dept_12,IC,481.0,44931,2022-10-23,EU,4.15,3.31,0
1497,Christopher Howell,Dept_6,IC,314.0,79478,2021-07-23,India,3.26,4.56,0
1498,Justin Smith,Dept_16,IC,286.0,65153,2022-01-16,US,4.96,4.08,0
1499,Jessica Hopkins,Dept_40,IC,49.0,87435,2025-03-02,EU,3.39,0.95,0
1500,Theodore Caldwell,Dept_43,IC,321.0,67277,2024-04-28,India,2.16,1.79,0
1501,Rachel Knight,Dept_10,IC,58.0,102182,2024-12-02,APAC,2.53,1.2,0
1502,Calvin Shaw,Dept_3,IC,344.0,47081,2023-05-06,India,2.86,2.78,0
1503,David Miller,Dept_17,IC,223.0,83816,2021-12-29,APAC,2.13,4.13,0
1504,Jared Johnson,Dept_4,IC,380.0,110432,2024-10-12,EU,2.47,1.34,0
1505,Mrs. Ashley Fields MD,Dept_32,IC,15.0,107489,2023-01-06,US,2.21,3.1,0
1506,Kimberly Jordan,Dept_47,IC,121.0,98303,2022-12-27,India,3.26,3.13,0
1507,Jeffrey Waters,Dept_44,IC,383.0,82688,2021-06-14,EU,4.34,4.67,0
1508,Wendy Huffman,Dept_15,IC,167.0,52853,2024-06-08,EU,4.21,1.68,0
1509,Shannon Shelton,Dept_13,IC,446.0,89221,2021-03-08,EU,2.22,4.94,0
1510,Ashley Levy,Dept_32,IC,300.0,47122,2023-10-02,APAC,2.43,2.37,0
1511,Antonio Tucker,Dept_40,IC,476.0,99636,2022-12-01,EU,3.16,3.2,0
1512,William Contreras,Dept_30,IC,70.0,65448,2025-11-07,India,4.93,0.27,0
1513,Catherine Davenport,Dept_22,IC,104.0,56673,2022-10-22,US,4.08,3.31,0
1514,Brandy Price,Dept_18,IC,31.0,57891,2025-02-12,US,4.55,1.0,0
1515,Steven Hernandez,Dept_27,IC,235.0,62439,2025-05-30,India,2.66,0.71,0
1516,Carrie Ferguson,Dept_39,IC,152.0,60550,2021-06-04,EU,3.73,4.7,0
1517,Jo Robinson,Dept_15,IC,284.0,51334,2022-06-15,APAC,4.57,3.67,0
1518,Brittany Holmes,Dept_14,IC,251.0,117539,2021-10-03,APAC,4.51,4.36,0
1519,Amanda Sanchez,Dept_1,IC,143.0,96113,2022-07-08,EU,2.74,3.6,0
1520,Jesse Flores,Dept_38,IC,223.0,69151,2024-02-13,EU,4.74,2.0,0
1521,Alec Fisher,Dept_1,IC,460.0,94758,2025-02-21,US,2.12,0.98,0
1522,William Mayo,Dept_47,IC,241.0,106088,2023-05-01,US,3.28,2.79,0
1523,Matthew Charles,Dept_31,IC,202.0,52844,2025-01-05,APAC,3.49,1.1,0
1524,Gregory Ramirez,Dept_36,IC,43.0,41628,2021-10-23,APAC,4.85,4.31,0
1525,Cindy Maldonado,Dept_23,IC,68.0,78769,2021-12-21,EU,3.94,4.15,0
1526,Diana Reyes,Dept_2,IC,47.0,102886,2021-08-30,India,2.49,4.46,0
1527,David Henderson,Dept_37,IC,236.0,116501,2024-10-19,US,4.93,1.32,0
1528,John Alexander,Dept_50,IC,238.0,58169,2024-05-23,APAC,2.55,1.73,0
1529,Stacey Cooper,Dept_24,IC,447.0,100856,2024-09-20,US,4.58,1.4,0
1530,Charles Henderson,Dept_25,IC,37.0,83634,2022-11-07,US,2.89,3.27,0
1531,Michael Lane,Dept_18,IC,386.0,111098,2021-08-20,EU,4.36,4.48,0
1532,Peter Carroll,Dept_40,IC,42.0,84000,2026-02-06,US,3.54,0.02,0
1533,Claudia Schneider,Dept_44,IC,466.0,87708,2023-01-28,US,2.33,3.04,0
1534,Crystal Ellis,Dept_30,IC,188.0,45357,2023-06-04,India,3.1,2.7,0
1535,Jennifer Howell,Dept_36,IC,332.0,48782,2023-11-26,EU,2.42,2.22,0
1536,Kenneth Murray,Dept_16,IC,172.0,110730,2021-07-13,US,3.95,4.59,0
1537,Mr. John Duke DVM,Dept_49,IC,378.0,116037,2024-05-08,EU,4.26,1.77,0
1538,Cameron Alvarado,Dept_15,IC,390.0,82003,2022-12-30,India,4.69,3.12,0
1539,Deborah Hess,Dept_44,IC,258.0,95434,2025-01-05,India,2.16,1.1,0
1540,Martha Smith,Dept_23,IC,191.0,99298,2024-08-05,APAC,3.5,1.52,0
1541,Erica Scott,Dept_8,IC,425.0,101625,2024-09-19,India,3.36,1.4,0
1542,Christine Hawkins,Dept_44,IC,189.0,48601,2022-04-29,EU,4.68,3.79,0
1543,Jenna Coleman,Dept_6,IC,235.0,50508,2023-09-30,APAC,4.69,2.37,0
1544,Keith Collins,Dept_5,IC,148.0,54334,2022-04-02,EU,2.83,3.87,0
1545,Angelica Shaw,Dept_10,IC,357.0,105054,2024-04-13,EU,4.62,1.84,0
1546,Jeremy Jackson,Dept_41,IC,267.0,42974,2022-02-11,India,3.25,4.01,0
1547,Olivia Johnson,Dept_35,IC,350.0,57305,2025-02-21,APAC,3.04,0.98,0
1548,Patricia Watson,Dept_48,IC,228.0,42815,2022-09-12,India,2.57,3.42,0
1549,Lisa Larson,Dept_15,IC,12.0,108107,2023-01-03,India,3.24,3.11,0
1550,James Hall,Dept_42,IC,176.0,82769,2022-03-25,APAC,3.78,3.89,0
1551,Cassandra Terrell,Dept_34,IC,357.0,111888,2023-04-18,APAC,3.37,2.82,0
1552,Veronica Young,Dept_9,IC,291.0,80172,2021-08-26,EU,4.37,4.47,0
1553,Russell Spencer,Dept_31,IC,117.0,88745,2022-04-25,India,4.31,3.81,0
1554,James Gill,Dept_10,IC,25.0,86284,2023-08-22,India,3.37,2.48,0
1555,Jack Li,Dept_40,IC,86.0,61075,2025-09-29,India,2.55,0.37,0
1556,Debra Hampton,Dept_46,IC,90.0,60117,2023-04-26,EU,2.71,2.8,0
1557,Kathleen Gardner,Dept_21,IC,22.0,115304,2021-02-21,EU,3.32,4.98,0
1558,Michael Callahan,Dept_12,IC,190.0,66890,2025-06-18,US,4.0,0.65,0
1559,Barbara Harris,Dept_10,IC,177.0,88878,2025-06-28,APAC,3.62,0.63,0
1560,Roy Butler,Dept_35,IC,84.0,79526,2025-03-02,US,4.76,0.95,0
1561,Gregory Manning,Dept_32,IC,208.0,59055,2024-05-15,APAC,4.78,1.75,0
1562,Garrett Little,Dept_1,IC,80.0,111584,2025-08-06,India,3.94,0.52,0
1563,Tonya Salazar,Dept_31,IC,152.0,77988,2025-12-24,EU,4.4,0.14,0
1564,Rebecca Floyd,Dept_29,IC,374.0,84392,2022-02-20,US,4.19,3.98,0
1565,Michael Williams,Dept_3,IC,461.0,58274,2021-08-22,US,2.92,4.48,0
1566,Kimberly Lewis,Dept_40,IC,206.0,68883,2024-09-09,APAC,3.07,1.43,0
1567,Keith Stone,Dept_4,IC,168.0,119711,2025-04-28,EU,3.75,0.79,0
1568,Lauren Tate,Dept_50,IC,114.0,76428,2025-10-15,EU,2.07,0.33,0
1569,Steven Mitchell,Dept_29,IC,276.0,51452,2025-06-09,APAC,2.58,0.68,0
1570,Brandi Williams,Dept_39,IC,163.0,119308,2023-09-06,US,4.73,2.44,0
1571,Mary Lucas,Dept_26,IC,185.0,59391,2025-06-17,APAC,3.11,0.66,0
1572,Danielle Johnson DDS,Dept_1,IC,191.0,77309,2021-10-06,India,3.05,4.36,0
1573,Cole Henderson,Dept_36,IC,229.0,51481,2024-10-24,EU,4.18,1.3,0
1574,Jeffrey Hill,Dept_48,IC,228.0,94474,2022-04-16,APAC,2.87,3.83,0
1575,Hannah Smith,Dept_47,IC,413.0,95552,2023-05-18,APAC,2.42,2.74,0
1576,Brittany Diaz,Dept_39,IC,301.0,51282,2021-10-11,EU,2.62,4.34,0
1577,Maria Andersen,Dept_34,IC,244.0,83963,2022-09-29,US,4.8,3.38,0
1578,William Benson,Dept_49,IC,303.0,89253,2025-08-20,US,2.02,0.48,0
1579,Kevin Perez,Dept_18,IC,328.0,94331,2021-07-16,EU,3.67,4.58,0
1580,Michael Cannon,Dept_37,IC,364.0,57947,2023-01-24,EU,2.56,3.05,0
1581,Nathaniel Lopez,Dept_19,IC,196.0,112596,2022-07-01,APAC,2.13,3.62,0
1582,Michael Watkins,Dept_20,IC,424.0,116704,2023-05-17,India,3.48,2.75,0
1583,Amanda Black,Dept_30,IC,379.0,69428,2024-05-20,US,4.37,1.73,0
1584,Brian Perry Jr.,Dept_17,IC,79.0,79343,2023-10-08,APAC,2.37,2.35,0
1585,Sandra Flores,Dept_19,IC,341.0,94677,2024-08-21,EU,3.48,1.48,0
1586,Vanessa Castillo,Dept_42,IC,353.0,72079,2022-05-27,US,2.36,3.72,0
1587,Jared Riley,Dept_32,IC,142.0,48745,2021-11-22,India,3.74,4.23,0
1588,David Clarke,Dept_28,IC,290.0,73804,2021-04-24,APAC,4.92,4.81,0
1589,Lisa Oliver,Dept_8,IC,419.0,88916,2025-04-07,US,4.54,0.85,0
1590,Elizabeth Arnold,Dept_38,IC,84.0,47669,2021-10-21,EU,2.96,4.32,0
1591,Michelle Clark,Dept_45,IC,450.0,57759,2023-12-04,India,2.49,2.19,0
1592,Christopher Nichols,Dept_24,IC,140.0,94986,2023-03-29,India,2.15,2.88,0
1593,Ann Santana,Dept_34,IC,150.0,50069,2023-11-23,EU,4.3,2.22,0
1594,Aaron Perez,Dept_49,IC,94.0,52387,2024-10-14,EU,3.63,1.33,0
1595,Lynn Decker,Dept_21,IC,447.0,79462,2021-07-06,India,4.06,4.61,0
1596,Erika Shaw,Dept_24,IC,353.0,52561,2022-11-18,India,4.47,3.24,0
1597,Derek Roberts,Dept_9,IC,7.0,107917,2021-10-13,India,3.12,4.34,0
1598,Yesenia Smith,Dept_27,IC,249.0,84605,2022-12-15,EU,2.31,3.16,0
1599,Eric Kline,Dept_33,IC,80.0,68981,2023-12-09,EU,4.39,2.18,0
1600,Michael Cuevas,Dept_40,IC,287.0,108898,2023-09-22,US,3.25,2.39,0
1601,Melissa Manning,Dept_5,IC,470.0,55278,2024-01-30,EU,4.77,2.04,0
1602,Donna Smith,Dept_23,IC,246.0,80838,2024-08-24,India,2.42,1.47,0
1603,Cathy Choi,Dept_39,IC,227.0,108566,2022-01-14,India,2.52,4.08,0
1604,Angela Taylor,Dept_2,IC,156.0,55544,2023-07-24,EU,2.39,2.56,0
1605,Melissa Hill,Dept_10,IC,356.0,69697,2025-06-24,India,2.38,0.64,0
1606,Gerald Garcia,Dept_6,IC,67.0,95680,2025-01-01,US,2.23,1.12,0
1607,Aaron Jensen,Dept_31,IC,397.0,96524,2021-08-19,US,2.59,4.49,0
1608,Lee Jackson,Dept_43,IC,17.0,107302,2023-02-11,US,3.41,3.01,0
1609,Ricardo Levine,Dept_17,IC,466.0,45672,2025-04-24,US,2.9,0.81,0
1610,Teresa Morris,Dept_49,IC,6.0,52648,2023-07-04,US,4.76,2.61,0
1611,Nancy Mack,Dept_38,IC,106.0,66217,2021-10-13,EU,4.01,4.34,0
1612,Jennifer Mora,Dept_6,IC,15.0,59078,2023-09-08,India,4.85,2.43,0
1613,Hayden Crosby,Dept_23,IC,179.0,61044,2025-08-25,EU,3.51,0.47,0
1614,Robert Patel,Dept_7,IC,35.0,115777,2024-10-19,US,3.59,1.32,0
1615,Cory Clark,Dept_13,IC,367.0,76943,2022-08-10,EU,4.7,3.51,0
1616,Grant Williams,Dept_1,IC,276.0,52934,2022-01-06,EU,4.76,4.1,0
1617,Jacob Knox,Dept_46,IC,436.0,102221,2024-03-14,India,4.09,1.92,0
1618,Timothy Stark,Dept_29,IC,95.0,54067,2023-10-08,EU,4.5,2.35,0
1619,Heather Knox,Dept_28,IC,195.0,68085,2025-04-02,EU,3.22,0.87,0
1620,Dana Mullins,Dept_21,IC,390.0,56202,2024-06-04,APAC,2.33,1.69,0
1621,Kylie Molina,Dept_32,IC,70.0,87349,2023-03-30,India,3.67,2.88,0
1622,Peter Norman,Dept_6,IC,21.0,83006,2026-01-07,APAC,2.35,0.1,0
1623,Gary Keller,Dept_30,IC,146.0,118694,2021-07-20,India,4.06,4.57,0
1624,Kelly Moore,Dept_29,IC,431.0,69605,2021-07-01,APAC,2.87,4.62,0
1625,David Pierce,Dept_28,IC,438.0,64744,2023-12-10,US,4.68,2.18,0
1626,Jared Rodriguez,Dept_31,IC,411.0,88161,2021-11-16,EU,2.04,4.24,0
1627,Michael Ramos,Dept_32,IC,346.0,53785,2023-12-09,APAC,3.31,2.18,0
1628,Heather Martin,Dept_44,IC,338.0,51141,2024-06-22,US,2.43,1.64,0
1629,Sheri Smith,Dept_45,IC,206.0,117405,2025-12-31,US,4.22,0.12,0
